user_id,security_type,gender,age_group,age_order,health_condition,household_type,employment_status_group,income_band,income_order,housing_tenure_group,epc_rating,prepayment_meter,private_renter,social_renter,owner_occupier,life_satisfaction,social_isolation_score,social_support_score,lad_code,borough_name,imd_decile,crime_rate_per_1000,log_crime_rate,crime_quartile,crime_quartile_order,security_label,security_score,security_status,insecure_flag,severe_flag
5606298,Food,Female,16 to 19,1,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,"£14,901- £24,300 p.a.",2.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,Don't know,No,False,False,False,7,1.0,2.0,E09000029,Sutton,3,64.10579524758313,4.176013565952618,Lowest,1,Low food security,6,Insecure,1.0,0.0
288126,Food,Female,50 to 54,8,No,Living with partner/ spouse (NO children or children have left home),Working part-time,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,10,0.0,2.5,E09000029,Sutton,10,64.10579524758313,4.176013565952618,Lowest,1,High food security,0,Secure,0.0,0.0
902315,Food,Male,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,7,1.0,1.5,E09000014,Haringey,3,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
269266,Food,Female,40 to 44,6,No,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,7,1.0,1.0,E09000022,Lambeth,2,107.01926113040732,4.682309555022923,High-medium,3,Low food security,4,Insecure,1.0,0.0
425430,Food,Female,30 to 34,4,Yes,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,7,2.0,2.5,E09000032,Wandsworth,5,75.0126002708299,4.33089911958142,Low-medium,2,Low food security,3,Insecure,1.0,0.0
6203049,Food,Male,35 to 39,5,Prefer not to say,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Unemployed,Prefer not to say,,Temporarily living with friends and/ or family while attempting to find permanent accommodation,Don't know,Yes,False,False,False,2,2.0,0.0,E09000031,Waltham Forest,3,82.92437534381423,4.429916099809674,Low-medium,2,High food security,0,Secure,0.0,0.0
2228922,Food,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,A,Yes,False,False,True,8,0.0,2.0,E09000021,Kingston upon Thames,6,73.1006257318934,4.305423976691399,Lowest,1,High food security,0,Secure,0.0,0.0
1389142,Food,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.5,1.5,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,High food security,0,Secure,0.0,0.0
2429801,Food,Female,45 to 49,7,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,E,No,True,False,False,6,1.0,1.5,E09000021,Kingston upon Thames,9,73.1006257318934,4.305423976691399,Lowest,1,High food security,0,Secure,0.0,0.0
634254,Food,Female,25 to 29,3,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Working part-time,Prefer not to say,,Renting from private landlord,Don't know,Yes,True,False,False,5,1.0,1.0,E09000028,Southwark,2,112.89535525791996,4.735280090498906,Highest,4,Low food security,4,Insecure,1.0,0.0
4107382,Food,Female,25 to 29,3,Yes,Living with partner/ spouse (NO children or children have left home),Working part-time,"Less than £14,900 p.a.",1.0,Living in rented accommodation arranged by the Local Authority,C,Yes,False,True,False,7,1.5,0.5,E09000025,Newham,2,102.94920578921284,4.643902373959421,High-medium,3,Very low food security,9,Insecure,1.0,1.0
3887876,Food,Female,20 to 24,2,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,No,True,False,False,8,1.0,1.0,E09000009,Ealing,5,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
6179731,Food,Female,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,Don't know,True,False,False,9,0.0,1.5,E09000021,Kingston upon Thames,6,73.1006257318934,4.305423976691399,Lowest,1,Low food security,5,Insecure,1.0,0.0
1189304,Food,Female,65 to 69,11,No,Living on my own (NO children or children have left home),Retired,"Less than £14,900 p.a.",1.0,Living in rented accommodation from Housing Association,Don't know,No,False,True,False,6,1.0,0.5,E09000022,Lambeth,5,107.01926113040732,4.682309555022923,High-medium,3,Low food security,3,Insecure,1.0,0.0
4917995,Food,Male,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,No,True,False,False,8,0.5,1.0,E09000022,Lambeth,3,107.01926113040732,4.682309555022923,High-medium,3,Marginal food security,1,Insecure,1.0,0.0
2908580,Food,Male,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,C,No,True,False,False,5,0.5,1.0,E09000015,Harrow,7,61.22939835759527,4.130827530489963,Lowest,1,Very low food security,8,Insecure,1.0,1.0
5672971,Food,Female,20 to 24,2,No,Living on my own (NO children or children have left home),Unemployed,"Less than £14,900 p.a.",1.0,Living in a night shelter/ hostel,A,Yes,False,False,False,7,1.5,0.5,E09000011,Greenwich,3,96.79696038426884,4.582893496642329,High-medium,3,Very low food security,9,Insecure,1.0,1.0
1215450,Food,Female,65 to 69,11,Yes,Living on my own (NO children or children have left home),Retired,"£14,901- £24,300 p.a.",2.0,Living in rented accommodation arranged by the Local Authority,Don't know,No,False,True,False,7,1.0,2.0,E09000032,Wandsworth,9,75.0126002708299,4.33089911958142,Low-medium,2,Low food security,4,Insecure,1.0,0.0
5748220,Food,Female,55 to 59,9,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"Less than £14,900 p.a.",1.0,Living in rented accommodation arranged by the Local Authority,Don't know,No,False,True,False,8,1.0,1.0,E09000007,Camden,10,161.7785752076001,5.0923908429892295,Highest,4,High food security,0,Secure,0.0,0.0
6044049,Food,Male,30 to 34,4,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,Prefer not to say,,Temporarily living with friends and/ or family while attempting to find permanent accommodation,D,No,False,False,False,7,0.5,0.5,E09000019,Islington,4,127.4397296829604,4.855459764601848,Highest,4,High food security,0,Secure,0.0,0.0
1972461,Food,Female,20 to 24,2,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,7,1.0,1.0,E09000007,Camden,6,161.7785752076001,5.0923908429892295,Highest,4,High food security,0,Secure,0.0,0.0
6488268,Food,Male,35 to 39,5,No,Living on my own (NO children or children have left home),Working part-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,No,True,False,False,9,0.5,0.5,E09000028,Southwark,4,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
4620282,Food,Male,25 to 29,3,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,5,1.5,1.0,E09000019,Islington,7,127.4397296829604,4.855459764601848,Highest,4,Marginal food security,1,Insecure,1.0,0.0
1894888,Food,Male,20 to 24,2,Yes,Living with partner/ spouse (NO children or children have left home),Not working- looking after house/ children,"Less than £14,900 p.a.",1.0,Renting from private landlord,B,No,True,False,False,3,2.0,1.0,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,Very low food security,9,Insecure,1.0,1.0
5690219,Food,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,B,No,True,False,False,8,0.5,0.5,E09000025,Newham,4,102.94920578921284,4.643902373959421,High-medium,3,Low food security,7,Insecure,1.0,0.0
26920,Food,Female,60 to 64,10,No,Living on my own (NO children or children have left home),Working part-time,"£14,901- £24,300 p.a.",2.0,Living in rented accommodation from Housing Association,Don't know,No,False,True,False,9,0.0,0.5,E09000008,Croydon,5,87.80214462188941,4.486410800853894,Low-medium,2,High food security,0,Secure,0.0,0.0
6690190,Food,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,Don't know,True,False,False,7,1.0,0.5,E09000007,Camden,4,161.7785752076001,5.0923908429892295,Highest,4,High food security,0,Secure,0.0,0.0
5572565,Food,Female,60 to 64,10,No,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,10,1.5,2.0,E09000032,Wandsworth,5,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
628512,Food,Female,35 to 39,5,No,Living on my own (NO children or children have left home),Working part-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,E,Yes,True,False,False,7,1.0,0.0,E09000023,Lewisham,4,93.94595064593692,4.553307789123356,High-medium,3,Very low food security,8,Insecure,1.0,1.0
520032,Food,Female,40 to 44,6,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,1.0,1.0,E09000031,Waltham Forest,3,82.92437534381423,4.429916099809674,Low-medium,2,High food security,0,Secure,0.0,0.0
5870751,Food,Female,25 to 29,3,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,4,1.5,0.5,E09000012,Hackney,6,121.66707436399216,4.809473973114799,Highest,4,High food security,0,Secure,0.0,0.0
6135025,Food,Female,40 to 44,6,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working part-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,Don't know,Don't know,True,False,False,10,0.0,2.0,E09000024,Merton,7,64.73566039577726,4.185641554432283,Lowest,1,High food security,0,Secure,0.0,0.0
5301284,Food,Male,50 to 54,8,No,Living on my own (NO children or children have left home),Unemployed,Prefer not to say,,Renting from private landlord,D,Yes,True,False,False,8,1.0,1.5,E09000014,Haringey,4,110.31084588034892,4.712326700796616,High-medium,3,Low food security,6,Insecure,1.0,0.0
4680992,Food,Male,60 to 64,10,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",Not specified,Prefer not to say,,Renting from private landlord,Don't know,No,True,False,False,9,2.0,0.5,E09000005,Brent,5,89.33622132404018,4.503538502077379,Low-medium,2,Marginal food security,2,Insecure,1.0,0.0
1554873,Food,Female,30 to 34,4,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.5,2.0,E09000033,Westminster,6,372.93320499747455,5.924077185200883,Highest,4,High food security,0,Secure,0.0,0.0
136057,Food,Female,30 to 34,4,No,"Living with other adults that are non-family members, such as friends/ flatmates",Working full-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,Don't know,No,True,False,False,8,0.5,1.5,E09000012,Hackney,3,121.66707436399216,4.809473973114799,Highest,4,High food security,0,Secure,0.0,0.0
2457442,Food,Prefer not to say,20 to 24,2,No,Living on my own (NO children or children have left home),Student,Prefer not to say,,Living in student accommodation/ student halls,Don't know,Don't know,False,False,False,8,0.0,2.0,E09000030,Tower Hamlets,3,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
1445105,Food,Male,35 to 39,5,No,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Living in rented accommodation arranged by the Local Authority,Don't know,No,False,True,False,7,2.0,1.5,E09000033,Westminster,3,372.93320499747455,5.924077185200883,Highest,4,Very low food security,8,Insecure,1.0,1.0
960092,Food,Female,20 to 24,2,No,Living on my own (NO children or children have left home),Working full-time,"£24,301- £37,900 p.a.",3.0,Buying the house on a mortgage,Don't know,Yes,False,False,True,6,1.5,1.0,E09000030,Tower Hamlets,3,106.55418799829552,4.677994794967642,High-medium,3,Low food security,7,Insecure,1.0,0.0
6144562,Food,Female,45 to 49,7,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Not working- looking after house/ children,"Less than £14,900 p.a.",1.0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,Don't know,No,False,False,False,4,1.5,1.5,E09000006,Bromley,7,69.34413947690096,4.253399474857929,Lowest,1,Low food security,3,Insecure,1.0,0.0
6711899,Food,Female,55 to 59,9,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",Not working- long term sick or disabled,"Less than £14,900 p.a.",1.0,Buying the house on a mortgage,Don't know,No,False,False,True,3,0.5,2.0,E09000029,Sutton,10,64.10579524758313,4.176013565952618,Lowest,1,Very low food security,8,Insecure,1.0,1.0
6076358,Food,Female,60 to 64,10,Yes,Living with partner/ spouse (NO children or children have left home),Not working- long term sick or disabled,"£37,901- £58,900 p.a.",4.0,Living in rented accommodation from Housing Association,B,No,False,True,False,7,0.5,1.0,E09000024,Merton,4,64.73566039577726,4.185641554432283,Lowest,1,High food security,0,Secure,0.0,0.0
3195746,Food,Female,70 to 74,12,No,Living with partner/ spouse (NO children or children have left home),Retired,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,9,0.0,2.0,E09000006,Bromley,9,69.34413947690096,4.253399474857929,Lowest,1,High food security,0,Secure,0.0,0.0
1955993,Food,Male,35 to 39,5,No,Living with partner/ spouse (NO children or children have left home),Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,C,No,False,False,True,6,1.5,2.0,E09000022,Lambeth,6,107.01926113040732,4.682309555022923,High-medium,3,High food security,0,Secure,0.0,0.0
